uniprot_entry	Gene name	Gene stable ID
Q5GAN4	RNASE12	ENSG00000258436
Q6ZRF8	RNF207	ENSG00000158286
Q9Y3C5	RNF11	ENSG00000123091
Q07001	CHRND	ENSG00000135902
Q9Y615	ACTL7A	ENSG00000187003
P41595	HTR2B	ENSG00000135914
Q15172	PPP2R5A	ENSG00000066027
P28566	HTR1E	ENSG00000168830
Q8N9L9	ACOT4	ENSG00000177465
P41238	APOBEC1	ENSG00000111701
O95870	ABHD16A	ENSG00000231488
O95870	ABHD16A	ENSG00000206403
O95870	ABHD16A	ENSG00000224552
O95870	ABHD16A	ENSG00000236063
O95870	ABHD16A	ENSG00000230475
O95870	ABHD16A	ENSG00000235676
O95870	ABHD16A	ENSG00000204427
Q9H7C9	AAMDC	ENSG00000087884
Q9UBJ2	ABCD2	ENSG00000173208
Q15758	SLC1A5	ENSG00000105281
A9YTQ3	AHRR	ENSG00000063438
Q5JTC6	AMER1	ENSG00000184675
Q9UKV5	AMFR	ENSG00000159461
P30838	ALDH3A1	ENSG00000108602
P51857	AKR1D1	ENSG00000122787
P27338	MAOB	ENSG00000069535
P42568	MLLT3	ENSG00000171843
O60488	ACSL4	ENSG00000068366
Q9BZ11	ADAM33	ENSG00000149451
Q8N7Z5	ANKRD31	ENSG00000145700
Q9Y672	ALG6	ENSG00000088035
P62330	ARF6	ENSG00000165527
Q13794	PMAIP1	ENSG00000141682
Q9Y576	ASB1	ENSG00000065802
O95260	ATE1	ENSG00000107669
Q8WWH4	ASZ1	ENSG00000154438
P15848	ARSB	ENSG00000113273
O14983	ATP2A1	ENSG00000196296
Q674R7	ATG9B	ENSG00000181652
Q13489	BIRC3	ENSG00000023445
Q8TDH9	BLOC1S5	ENSG00000188428
Q9BXK5	BCL2L13	ENSG00000099968
P46736	BRCC3	ENSG00000185515
Q6UXG8	BTNL9	ENSG00000165810
P59827	BPIFB4	ENSG00000186191
Q9NPI1	BRD7	ENSG00000166164
P51451	BLK	ENSG00000285369
P51451	BLK	ENSG00000136573
Q15059	BRD3	ENSG00000169925
Q6UXY1	BAIAP2L2	ENSG00000128298
Q6ZNE5	ATG14	ENSG00000126775
Q9HBU1	BARX1	ENSG00000131668
Q9UIG0	BAZ1B	ENSG00000009954
Q9HD36	BCL2L10	ENSG00000137875
Q9Y2D0	CA5B	ENSG00000169239
Q8WTZ4	CA5B	ENSG00000169239
O95810	CAVIN2	ENSG00000168497
Q9H7X2	C1orf115	ENSG00000162817
P40123	CAP2	ENSG00000112186
P02745	C1QA	ENSG00000173372
Q6P1W5	C1orf94	ENSG00000142698
Q8N6N3	C1orf52	ENSG00000162642
O43570	CA12	ENSG00000074410
Q4G0X9	CCDC40	ENSG00000141519
Q86Z23	C1QL4	ENSG00000186897
Q6DHV5	CC2D2B	ENSG00000188649
Q8ND61	C3orf20	ENSG00000131379
Q494R4	CCDC153	ENSG00000248712
P22676	CALB2	ENSG00000282830
P22676	CALB2	ENSG00000172137
Q8WXS5	CACNG8	ENSG00000142408
Q8WXS5	CACNG6	ENSG00000130433
Q9BXT2	CACNG6	ENSG00000130433
A0A1B0GVG4	CCDC194	ENSG00000269720
Q66K79	CPZ	ENSG00000109625
Q4G0S7	CCDC152	ENSG00000198865
A6NKD9	CCDC85C	ENSG00000205476
P27701	CD82	ENSG00000085117
Q5U5Z8	AGBL2	ENSG00000285501
Q5U5Z8	AGBL2	ENSG00000165923
Q6ZTR5	CFAP47	ENSG00000165164
Q9BXF3	CECR2	ENSG00000099954
Q9P2X8	LINC00474	ENSG00000204148
Q8N865	C7orf31	ENSG00000153790
Q6UXB4	CLEC4G	ENSG00000182566
Q13057	COASY	ENSG00000068120
Q8IYT2	CMTR2	ENSG00000180917
Q96NU0	CNTNAP3B	ENSG00000154529
Q02388	COL7A1	ENSG00000114270
Q6IPW1	C11orf71	ENSG00000180425
Q5SWW7	C10orf55	ENSG00000222047
Q8TDQ1	CD300LF	ENSG00000186074
Q8TCG5	CPT1C	ENSG00000169169
Q96L46	CAPNS2	ENSG00000256812
P41240	CSK	ENSG00000103653
P16220	CREB1	ENSG00000118260
Q96A83	COL26A1	ENSG00000160963
Q9NRD9	DUOX1	ENSG00000137857
Q14181	POLA2	ENSG00000014138
Q9H6B9	EPHX3	ENSG00000105131
Q14576	ELAVL3	ENSG00000196361
O60739	EIF1B	ENSG00000114784
P11474	ESRRA	ENSG00000173153
P41162	ETV3	ENSG00000117036
Q5RGS3	FAM74A1	ENSG00000215112
Q13158	FADD	ENSG00000168040
P23141	CES1	ENSG00000262243
P23141	CES1	ENSG00000198848
P02795	CES1	ENSG00000262243
P02795	CES1	ENSG00000198848
P23141	CES2	ENSG00000172831
O00748	CES2	ENSG00000172831
A0A1B0GVM5	ETDC	ENSG00000283644
Q9BZJ8	GPR61	ENSG00000156097
P00451	F8	ENSG00000185010
P01588	EPO	ENSG00000130427
P11678	EPO	ENSG00000130427
P81408	FAM189B	ENSG00000262666
P81408	FAM189B	ENSG00000160767
Q96MZ4	FAM218A	ENSG00000250486
P00488	F13A1	ENSG00000124491
Q9H0X4	FAM234A	ENSG00000167930
Q96MY7	FAM161B	ENSG00000156050
Q15910	EZH2	ENSG00000106462
Q8NEA4	FBXO36	ENSG00000153832
Q8N539	FIBCD1	ENSG00000130720
P11362	FGFR1	ENSG00000077782
P11362	FLG	ENSG00000143631
P20930	FLG	ENSG00000143631
Q9UKA2	FBXL4	ENSG00000112234
Q6UN15	FIP1L1	ENSG00000145216
Q99689	FEZ1	ENSG00000149557
Q9Y250	FEZ1	ENSG00000149557
Q96M96	FGD4	ENSG00000139132
Q8N461	FBXL16	ENSG00000127585
P0DTW1	GAGE1	ENSG00000205777
Q6ZUU3	FOXL2NB	ENSG00000206262
Q12951	FOXI1	ENSG00000168269
O95749	GGPS1	ENSG00000152904
P13284	IFI30	ENSG00000216490
Q14390	GGTLC2	ENSG00000100121
A6NER3	GAGE12J	ENSG00000224659
Q6ZNI0	GCNT7	ENSG00000124091
A0A1W2PPG7	GNG14	ENSG00000283980
O14764	GABRD	ENSG00000187730
Q8IX06	REXO1L1P	ENSG00000205176
Q3T8J9	GON4L	ENSG00000116580
P0CG33	GOLGA6D	ENSG00000140478
Q13322	GRB10	ENSG00000106070
Q5VY09	IER5	ENSG00000162783
O95872	GPANK1	ENSG00000223932
O95872	GPANK1	ENSG00000233210
O95872	GPANK1	ENSG00000206408
O95872	GPANK1	ENSG00000236011
O95872	GPANK1	ENSG00000228605
O95872	GPANK1	ENSG00000232312
O95872	GPANK1	ENSG00000204438
P07359	GP1BA	ENSG00000185245
P35052	GPC1	ENSG00000063660
P46695	IER3	ENSG00000235030
P46695	IER3	ENSG00000237155
P46695	IER3	ENSG00000230128
P46695	IER3	ENSG00000227231
P46695	IER3	ENSG00000206478
P46695	IER3	ENSG00000137331
P31249	HOXD3	ENSG00000128652
P09016	HOXD4	ENSG00000170166
P13378	HOXD8	ENSG00000175879
Q86YW7	GPHB5	ENSG00000179600
Q9Y4H4	GPSM3	ENSG00000233490
Q9Y4H4	GPSM3	ENSG00000237052
Q9Y4H4	GPSM3	ENSG00000234508
Q9Y4H4	GPSM3	ENSG00000236697
Q9Y4H4	GPSM3	ENSG00000234243
Q9Y4H4	GPSM3	ENSG00000206314
Q9Y4H4	GPSM3	ENSG00000213654
Q5T6X5	GPRC6A	ENSG00000173612
B7ZAQ6	GPR89A	ENSG00000117262
Q8N954	GPATCH11	ENSG00000152133
P0CG08	GPR89B	ENSG00000188092
Q2TAA2	IAH1	ENSG00000134330
P35557	GCK	ENSG00000106633
Q12851	GCK	ENSG00000106633
P48735	IDH2	ENSG00000182054
Q15053	KIAA0040	ENSG00000235750
Q2M1V0	ISX	ENSG00000175329
Q14695	KIAA0087	ENSG00000122548
Q5T013	HYI	ENSG00000178922
A2RU49	HYKK	ENSG00000188266
P10997	IAPP	ENSG00000121351
Q96M11	HYLS1	ENSG00000198331
Q9Y4L1	HYOU1	ENSG00000280682
Q9Y4L1	HYOU1	ENSG00000149428
Q9BYI3	FAM126A	ENSG00000122591
Q14667	KIAA0100	ENSG00000007202
Q6NUN7	JHY	ENSG00000109944
Q92628	KIAA0232	ENSG00000170871
Q12794	HYAL1	ENSG00000114378
Q12891	HYAL2	ENSG00000068001
O43820	HYAL3	ENSG00000186792
P38567	HYAL3	ENSG00000186792
Q2M3T9	HYAL4	ENSG00000106302
P38567	SPAM1	ENSG00000106304
Q92839	HAS1	ENSG00000105509
Q92819	HAS2	ENSG00000170961
O00219	HAS3	ENSG00000103044
Q86SR1	GALNT10	ENSG00000164574
Q5T3I0	GPATCH4	ENSG00000160818
Q9Y4A0	JRKL	ENSG00000183340
P53990	IST1	ENSG00000182149
O75564	JRK	ENSG00000234616
P18283	GPX2	ENSG00000176153
Q92917	GPKOW	ENSG00000068394
Q96SL4	GPX7	ENSG00000116157
Q96SL4	GPX6	ENSG00000281185
Q96SL4	GPX6	ENSG00000198704
P59796	GPX6	ENSG00000281185
P59796	GPX6	ENSG00000198704
P52948	NUP98	ENSG00000110713
Q5XKR4	OTP	ENSG00000171540
O00459	PIK3R2	ENSG00000105647
Q9Y6F1	PARP3	ENSG00000041880
O14683	TP53I11	ENSG00000175274
P43115	PTGER3	ENSG00000050628
Q9Y3B1	PRELID3B	ENSG00000101166
Q9NY27	PPP4R2	ENSG00000163605
Q7RTY9	PRSS41	ENSG00000215148
P28074	PSMB5	ENSG00000100804
P0DPQ3	PRR20G	ENSG00000239620
Q96LQ0	PPP1R36	ENSG00000165807
O75626	PRDM1	ENSG00000057657
P32119	PRDX2	ENSG00000167815
Q6UWB4	PRSS55	ENSG00000285141
Q6UWB4	PRSS55	ENSG00000184647
O95758	PTBP3	ENSG00000119314
Q16401	PSMD5	ENSG00000095261
Q13200	PSMD2	ENSG00000175166
P30566	ADSL	ENSG00000239900
P27708	CAD	ENSG00000084774
Q05682	CAD	ENSG00000084774
O76075	CAD	ENSG00000084774
Q8IZV5	RDH10	ENSG00000121039
Q13702	RAPSN	ENSG00000165917
Q9Y5P3	RAI2	ENSG00000131831
O15539	RGS5	ENSG00000232995
O15539	RGS5	ENSG00000143248
Q8WVD3	RNF138	ENSG00000134758
Q8WVD3	NARF	ENSG00000141562
Q9UHQ1	NARF	ENSG00000141562
Q9P0M9	MRPL27	ENSG00000108826
Q8IXM3	MRPL27	ENSG00000108826
Q6P5S7	RNASEK	ENSG00000219200
Q99729	HNRNPAB	ENSG00000197451
Q96EX2	RNFT2	ENSG00000135119
Q9HAU8	RNPEPL1	ENSG00000142327
Q8N4F7	RNF175	ENSG00000145428
P62280	RPS11	ENSG00000142534
Q16533	SNAPC1	ENSG00000023608
Q9BQ83	SLX1A	ENSG00000132207
Q9BQ83	SLX1B	ENSG00000181625
Q5VYV7	SLX4IP	ENSG00000149346
P49903	SEPHS1	ENSG00000086475
Q15036	SNX17	ENSG00000115234
Q8N196	SIX5	ENSG00000177045
O15389	SIGLEC5	ENSG00000268500
O15389	SIGLEC5	ENSG00000105501
Q8TEQ0	SNX29	ENSG00000048471
K7EJ46	SMIM22	ENSG00000267795
P21549	AGXT	ENSG00000172482
Q96EA4	SPDL1	ENSG00000040275
Q9HB58	SP110	ENSG00000135899
P57073	SOX8	ENSG00000005513
Q9Y4P9	SPEF1	ENSG00000101222
P84022	SMAD3	ENSG00000166949
O43255	SIAH2	ENSG00000181788
H3BQB6	STMND1	ENSG00000230873
Q9NZ72	STMN3	ENSG00000197457
Q9NP77	SSU72	ENSG00000160075
Q9P246	STIM2	ENSG00000109689
P02808	STATH	ENSG00000282891
P02808	STATH	ENSG00000126549
Q9H5I1	SUV39H2	ENSG00000152455
Q9UGU0	TCF20	ENSG00000276461
Q9UGU0	TCF20	ENSG00000262024
Q9UGU0	TCF20	ENSG00000280467
Q9UGU0	TCF20	ENSG00000281897
Q9UGU0	TCF20	ENSG00000283026
Q9UGU0	TCF20	ENSG00000282892
Q9UGU0	TCF20	ENSG00000283681
Q9UGU0	TCF20	ENSG00000100207
Q92526	CCT6B	ENSG00000132141
P0DPI4	TRBD1	ENSG00000282253
P0DPI4	TRBD1	ENSG00000282431
O43581	SYT7	ENSG00000011347
Q9BQG1	SYT3	ENSG00000213023
Q9Y5J6	TIMM10B	ENSG00000132286
Q15399	TLR1	ENSG00000174125
Q03403	TFF2	ENSG00000160181
P19484	TFEB	ENSG00000112561
Q99973	TEP1	ENSG00000129566
P60484	TEP1	ENSG00000129566
Q92748	THRSP	ENSG00000151365
Q9NUH8	TMEM14B	ENSG00000137210
Q13009	TIAM1	ENSG00000156299
P10600	TGFB3	ENSG00000119699
A2RRL7	TMEM213	ENSG00000214128
Q8WUU8	TMEM174	ENSG00000164325
O75762	TRPA1	ENSG00000104321
P00439	PAH	ENSG00000171759
Q9H307	PNN	ENSG00000100941
Q86TG7	PEG10	ENSG00000242265
Q494U1	PLEKHN1	ENSG00000187583
O43930	PRKY	ENSG00000099725
Q7RTY5	PRSS48	ENSG00000189099
O60508	CDC40	ENSG00000168438
P49642	PRIM1	ENSG00000198056
Q58EX7	PLEKHG4	ENSG00000196155
P58294	PROK1	ENSG00000143125
P28070	PSMB4	ENSG00000159377
Q8IZ63	PRR22	ENSG00000212123
Q86WC6	PPP1R27	ENSG00000288186
Q86WC6	PPP1R27	ENSG00000182676
O43663	PRC1	ENSG00000198901
H0Y7S4	PRAMEF26	ENSG00000281987
H0Y7S4	PRAMEF26	ENSG00000283216
H0Y7S4	PRAMEF26	ENSG00000280267
P0DTF9	PTTG1IP2	ENSG00000251154
P0C881	RSPH10B	ENSG00000155026
Q96R05	RBP7	ENSG00000162444
P78317	RNF4	ENSG00000063978
P78317	SNURF	ENSG00000273173
Q9Y675	SNURF	ENSG00000273173
Q9H9Y6	POLR1B	ENSG00000125630
Q92565	RAPGEF5	ENSG00000136237
Q8N8N0	RNF152	ENSG00000176641
Q8NC42	RNF149	ENSG00000163162
Q9H6Y7	RNF167	ENSG00000108523
Q9H0F5	RNF38	ENSG00000137075
Q96EU6	RRP36	ENSG00000124541
Q86T96	RNF180	ENSG00000164197
Q9H0A6	RNF32	ENSG00000105982
Q9NYV6	RRN3	ENSG00000278494
Q9NYV6	RRN3	ENSG00000085721
Q7L523	RRAGA	ENSG00000155876
P62273	RPS29	ENSG00000213741
A4D0T7	SMIM30	ENSG00000214194
Q13485	SMAD4	ENSG00000141646
P35326	SPRR2A	ENSG00000241794
Q9GZT3	SLIRP	ENSG00000119705
Q5MJ07	SPANXN5	ENSG00000204363
P0DL12	SMIM17	ENSG00000268182
O94956	SLCO2B1	ENSG00000137491
Q5MJ68	SPDYC	ENSG00000204710
P48431	SOX2	ENSG00000181449
Q495Y7	SPDYE7P	ENSG00000179994
Q96GM5	SMARCD1	ENSG00000066117
Q9C004	SPRY4	ENSG00000187678
Q15475	SIX1	ENSG00000126778
Q68D06	SLFN13	ENSG00000154760
Q01892	SPIB	ENSG00000269404
Q969X2	ST6GALNAC6	ENSG00000257524
Q969X2	ST6GALNAC6	ENSG00000160408
Q6ZMC9	SIGLEC15	ENSG00000197046
Q11201	ST3GAL1	ENSG00000008513
Q8TAV4	STOML3	ENSG00000133115
Q9H6Q3	SLA2	ENSG00000101082
P58511	SMIM11	ENSG00000205670
Q9UEW8	STK39	ENSG00000198648
Q9BWW4	SSBP3	ENSG00000157216
Q9P2R7	SUCLA2	ENSG00000136143
Q96A44	SPSB4	ENSG00000175093
Q8IWZ8	SUGP1	ENSG00000105705
Q14BN4	SLMAP	ENSG00000163681
Q5VT97	SYDE2	ENSG00000097096
Q96M53	TBATA	ENSG00000166220
Q96RJ0	TAAR1	ENSG00000146399
P17542	TAL1	ENSG00000162367
O76070	SNCG	ENSG00000173267
O15273	TCAP	ENSG00000173991
Q4W5G0	TIGD2	ENSG00000180346
P35269	GTF2F1	ENSG00000125651
Q8IY51	TIGD4	ENSG00000169989
Q9UL52	TMPRSS11E	ENSG00000274058
Q9UL52	TMPRSS11E	ENSG00000087128
Q9BT49	THAP7	ENSG00000184436
O75204	TMEM127	ENSG00000135956
Q8N6G2	TEX26	ENSG00000175664
P13385	TDGF1	ENSG00000241186
Q9NYB0	TERF2IP	ENSG00000166848
Q6UWW9	TMEM207	ENSG00000198398
Q96HV5	TMEM41A	ENSG00000163900
Q8WY98	TMEM234	ENSG00000160055
Q8NBN3	TMEM87A	ENSG00000103978
Q9H147	DNTTIP1	ENSG00000101457
A6NK02	TRIM75	ENSG00000250374
O60858	TRIM13	ENSG00000204977
Q9C019	TRIM15	ENSG00000235259
Q9C019	TRIM15	ENSG00000235960
Q9C019	TRIM15	ENSG00000137384
Q9C019	TRIM15	ENSG00000227147
Q9C019	TRIM15	ENSG00000224145
Q9C019	TRIM15	ENSG00000233599
Q9C019	TRIM15	ENSG00000235905
Q9C019	TRIM15	ENSG00000204610
O00300	TNFRSF11B	ENSG00000164761
O94826	TOMM70	ENSG00000154174
Q96A61	TRIM52	ENSG00000183718
Q7Z403	TMC6	ENSG00000141524
Q9Y5R8	TRAPPC1	ENSG00000170043
Q9Y5U5	TNFRSF18	ENSG00000186891
Q96NL1	TMEM74	ENSG00000164841
Q8TBN0	RAB3IL1	ENSG00000167994
Q96P65	QRFPR	ENSG00000186867
Q7Z7A4	PXK	ENSG00000168297
P78406	RAE1	ENSG00000101146
Q9BQ04	RBM4B	ENSG00000173914
P61224	RAP1B	ENSG00000127314
P51159	RAB27A	ENSG00000069974
P51157	RAB28	ENSG00000157869
P15153	RAC2	ENSG00000128340
Q92928	RAB1C	ENSG00000233111
Q15286	RAB1C	ENSG00000233111
Q13017	ARHGAP5	ENSG00000100852
P57729	RAB38	ENSG00000123892
Q9P227	ARHGAP23	ENSG00000273780
Q9P227	ARHGAP23	ENSG00000275832
Q92930	RAB8B	ENSG00000166128
Q5TG30	ARHGAP40	ENSG00000124143
Q86YS6	RAB43	ENSG00000172780
Q86UA6	RPAIN	ENSG00000129197
Q9HD89	RETN	ENSG00000104918
Q99578	RIT2	ENSG00000152214
Q9ULI2	RIMKLB	ENSG00000166532
O75394	MRPL33	ENSG00000243147
P05386	RPLP1	ENSG00000137818
P05386	RRP1	ENSG00000160214
P56182	RRP1	ENSG00000160214
Q9H7B2	RPF2	ENSG00000197498
Q8IXW5	RPAP2	ENSG00000122484
Q9H1E1	RNASE7	ENSG00000165799
Q96EP0	RNF31	ENSG00000285152
Q96EP0	RNF31	ENSG00000092098
A6NIE6	RRN3P2	ENSG00000103472
Q5GAN3	RNASE13	ENSG00000206150
Q6T310	RASL11A	ENSG00000122035
Q8IUI4	SNX29P2	ENSG00000271699
Q9Y3D3	MRPS16	ENSG00000182180
Q9UHR5	SAP30BP	ENSG00000161526
Q96K37	SLC35E1	ENSG00000127526
P51398	DAP3	ENSG00000132676
O95886	DAP3	ENSG00000132676
Q8N488	RYBP	ENSG00000281766
Q8N488	RYBP	ENSG00000163602
Q9Y467	SALL2	ENSG00000165821
P0CK97	SLC35E2A	ENSG00000215790
Q5VXD3	SAMD13	ENSG00000203943
P40879	SLC26A3	ENSG00000091138
P23297	S100A1	ENSG00000160678
Q6ZMH5	SLC39A5	ENSG00000139540
Q01196	RUNX1	ENSG00000159216
Q6XE38	SCGB1D4	ENSG00000197745
Q86V20	SHLD2	ENSG00000122376
P22307	SCP2	ENSG00000116171
Q9BX26	SCP2	ENSG00000116171
O14595	SCP2	ENSG00000116171
Q9P0V9	SEPTIN10	ENSG00000186522
P53992	SEC24C	ENSG00000176986
Q9Y617	PSAT1	ENSG00000135069
Q5PRF9	SAMD4B	ENSG00000179134
Q9NRG4	SMYD2	ENSG00000143499
Q9GZW5	SCAND2P	ENSG00000176700
Q8NDV3	SMC1B	ENSG00000077935
Q9UHJ3	SFMBT1	ENSG00000163935
Q9H0E3	SAP130	ENSG00000136715
Q15393	SAP130	ENSG00000136715
Q8N4H0	SPATA6L	ENSG00000106686
P48764	SLC9A3	ENSG00000281861
P48764	SLC9A3	ENSG00000066230
O43699	SIGLEC6	ENSG00000105492
Q8TEV9	SMCR8	ENSG00000283741
Q8TEV9	SMCR8	ENSG00000176994
Q5VWJ9	SNX30	ENSG00000148158
Q8WV41	SNX30	ENSG00000148158
A0A096LP01	SMIM26	ENSG00000232388
A7XYQ1	SOBP	ENSG00000112320
O14543	SOCS3	ENSG00000184557
Q96FS4	SIPA1	ENSG00000213445
Q2MJR0	SPRED3	ENSG00000188766
O75830	SERPINI2	ENSG00000114204
Q8TB22	SPATA20	ENSG00000006282
A0A087WV53	SPEGNB	ENSG00000286095
Q8NBJ9	SIDT2	ENSG00000149577
Q5TH74	STPG1	ENSG00000001460
Q9NRC1	ST7	ENSG00000004866
Q9Y561	ST7	ENSG00000004866
Q8TDW4	ST7L	ENSG00000007341
Q8WU08	STK32A	ENSG00000169302
Q7Z7C7	STRA8	ENSG00000146857
Q9BXU2	TEX13B	ENSG00000170925
A7MD48	SRRM4	ENSG00000139767
Q9UHV2	SERTAD1	ENSG00000197019
P49458	SRP9	ENSG00000143742
P17987	TCP1	ENSG00000120438
P0C7N4	TMEM191B	ENSG00000278558
Q9UJW2	TINAG	ENSG00000137251
O43763	TLX2	ENSG00000115297
Q9UP52	TFR2	ENSG00000106327
P04155	TFF1	ENSG00000160182
A0A2R8Y7D0	TINCR	ENSG00000223573
Q8TBM7	TMEM254	ENSG00000133678
Q587J7	TDRD12	ENSG00000173809
P59922	OR2B8P	ENSG00000182477
Q9Y3N9	OR2W1	ENSG00000226463
Q9Y3N9	OR2W1	ENSG00000228652
Q9Y3N9	OR2W1	ENSG00000234101
Q9Y3N9	OR2W1	ENSG00000227639
Q9Y3N9	OR2W1	ENSG00000229328
Q9Y3N9	OR2W1	ENSG00000228977
Q9Y3N9	OR2W1	ENSG00000206525
Q9Y3N9	OR2W1	ENSG00000204704
Q8NGF7	OR5B17	ENSG00000197786
Q15617	OR8G1	ENSG00000197849
Q6UWY5	OLFML1	ENSG00000183801
Q8TE04	PANK1	ENSG00000152782
Q86YC2	PALB2	ENSG00000083093
Q8TEW8	PARD3B	ENSG00000116117
Q29RF7	PDS5A	ENSG00000121892
Q15391	P2RY14	ENSG00000174944
P09131	SLC10A3	ENSG00000126903
P15863	PAX1	ENSG00000125813
P49585	PCYT1A	ENSG00000161217
P43119	PTGIR	ENSG00000160013
Q9H2J4	PDCL3	ENSG00000115539
Q5JQD4	PYY3	ENSG00000181977
P50876	RNF144A	ENSG00000151692
O95199	RCBTB2	ENSG00000136161
Q9BWF3	RBM4	ENSG00000173933
P62491	RAB11A	ENSG00000103769
P62834	RAP1A	ENSG00000116473
P49792	RANBP2	ENSG00000153201
P29762	CRABP1	ENSG00000166426
P29762	RBP5	ENSG00000288369
P29762	RBP5	ENSG00000139194
P82980	RBP5	ENSG00000288369
P82980	RBP5	ENSG00000139194
Q9P1G2	RBM12B-AS1	ENSG00000279331
Q96EN9	REX1BD	ENSG00000006015
O60216	RAD21	ENSG00000164754
A7KAX9	ARHGAP32	ENSG00000134909
Q9NX52	RHBDL2	ENSG00000158315
Q6ZUB1	SPATA31E1	ENSG00000177992
Q5VYP0	SPATA31A3	ENSG00000275969
P82921	MRPS21	ENSG00000266472
Q5M8T2	SLC35D3	ENSG00000182747
P82673	MRPS35	ENSG00000061794
Q9Y2Q9	MRPS35	ENSG00000061794
P82673	MRPS28	ENSG00000147586
Q9Y2Q9	MRPS28	ENSG00000147586
Q86VD7	SLC25A42	ENSG00000181035
Q92736	RYR2	ENSG00000198626
P60903	S100A10	ENSG00000197747
Q92504	SLC39A7	ENSG00000229802
Q92504	SLC39A7	ENSG00000227402
Q92504	SLC39A7	ENSG00000206288
Q92504	SLC39A7	ENSG00000226614
Q92504	SLC39A7	ENSG00000224399
Q92504	SLC39A7	ENSG00000112473
Q9NP59	SLC40A1	ENSG00000138449
Q99584	S100A13	ENSG00000189171
Q96JT2	SLC45A3	ENSG00000158715
P55011	SLC12A2	ENSG00000064651
Q9Y666	SLC12A7	ENSG00000276482
Q9Y666	SLC12A7	ENSG00000113504
P78381	SLC35A2	ENSG00000102100
Q9Y3D5	MRPS18C	ENSG00000163319
Q8NET4	RTL9	ENSG00000243978
Q9UKG4	SLC13A4	ENSG00000164707
Q9HAB3	SLC52A2	ENSG00000285112
Q9HAB3	SLC52A2	ENSG00000185803
Q2I0M5	RSPO4	ENSG00000101282
P62306	SNRPF	ENSG00000139343
Q8N1H7	C14orf39	ENSG00000179008
Q9UN76	SLC6A14	ENSG00000268104
Q16799	RTN1	ENSG00000139970
Q96NL0	RUNDC3B	ENSG00000105784
Q9BVN2	RUSC1	ENSG00000160753
Q96C34	RUNDC1	ENSG00000198863
Q8N5C8	TAB3	ENSG00000157625
Q5TGI4	SAMD5	ENSG00000203727
Q9NSI8	SAMSN1	ENSG00000155307
Q8WWX8	SLC5A11	ENSG00000288216
Q8WWX8	SLC5A11	ENSG00000158865
P60468	SEC61B	ENSG00000106803
Q01826	SATB1	ENSG00000182568
Q0VDG4	SCRN3	ENSG00000144306
O15126	SCAMP1	ENSG00000085365
Q9NVA2	SEPTIN11	ENSG00000138758
Q9BWG6	SCNM1	ENSG00000163156
Q13884	SNTB1	ENSG00000172164
Q5SQN1	SNAP47	ENSG00000143740
Q8WVK2	SNRNP27	ENSG00000124380
Q6UXR4	SERPINA13P	ENSG00000187483
Q6UXR4	SERPINA13P	ENSG00000290676
P30825	SLC7A1	ENSG00000139514
Q9NPB0	SAYSD1	ENSG00000112167
Q96RM1	SPRR2F	ENSG00000244094
Q2TAY7	SMU1	ENSG00000122692
O94972	TRIM37	ENSG00000108395
O43597	SPRY2	ENSG00000136158
Q9H9C1	VIPAS39	ENSG00000151445
Q14159	SPIDR	ENSG00000164808
Q9P270	SLAIN2	ENSG00000109171
Q8IW03	SIAH3	ENSG00000215475
Q96P15	SERPINB11	ENSG00000206072
P21815	IBSP	ENSG00000029559
Q96RL6	SIGLEC11	ENSG00000161640
O43704	SULT1B1	ENSG00000173597
Q93045	STMN2	ENSG00000104435
B8ZZ34	SHISA8	ENSG00000234965
O94768	STK17B	ENSG00000081320
Q8N412	STPG2	ENSG00000163116
Q9UH99	SUN2	ENSG00000100242
Q99469	STAC	ENSG00000144681
O75683	SURF6	ENSG00000281309
O75683	SURF6	ENSG00000148296
P0CW00	TSPY8	ENSG00000229549
Q92537	SUSD6	ENSG00000100647
O75044	SRGAP2	ENSG00000266028
O43295	SRGAP2	ENSG00000266028
Q5VVX9	UBE2U	ENSG00000177414
A6NNA2	SRRM3	ENSG00000177679
B0FP48	UPK3BL1	ENSG00000267368
Q9UH65	SWAP70	ENSG00000133789
Q8WUJ0	STYX	ENSG00000198252
P37288	AVPR1A	ENSG00000166148
Q6SJ96	TBPL2	ENSG00000182521
P20062	TCN2	ENSG00000185339
Q86XR7	TICAM2	ENSG00000243414
P0CG35	TMSB15B	ENSG00000158427
P0CG35	TMSB15B	ENSG00000269226
Q9H853	TUBA4B	ENSG00000243910
Q9NQC1	JADE2	ENSG00000043143
P05106	ITGB3	ENSG00000259207
Q96HW7	INTS4	ENSG00000149262
C9JVW0	INAFM1	ENSG00000257704
O15225	INE1	ENSG00000224975
Q1MX18	INSC	ENSG00000188487
O15503	INSIG1	ENSG00000186480
Q96PR1	KCNC2	ENSG00000166006
Q8NHM5	KDM2B	ENSG00000089094
Q8N6M8	IQCF1	ENSG00000173389
Q8NHK3	KIR2DL5B	ENSG00000275946
Q8NHK3	KIR2DL5B	ENSG00000275436
Q8NHK3	KIR2DL5B	ENSG00000274707
Q8NHK3	KIR2DL5B	ENSG00000278414
Q8NHK3	KIR2DL5B	ENSG00000275937
Q8NHK3	KIR2DL5B	ENSG00000278481
Q8NHK3	KIR2DL5B	ENSG00000284089
Q13601	KRR1	ENSG00000111615
