mature_id	gene_name	score
hsa-miR-4799-5p	STXBP5	0.259
hsa-miR-4799-5p	ASPG	0.23
hsa-miR-4799-5p	PIGX	0.103
hsa-miR-4799-5p	ARL4A	0.027
hsa-miR-3074-5p	RASA1	0.339
hsa-miR-3074-5p	ASPG	0.227
hsa-miR-3074-5p	PIGX	0.052
hsa-miR-3074-5p	ARL4A	0.029
hsa-miR-3074-5p	STXBP5	0.122
hsa-miR-3074-5p	MEPE	0.059
hsa-miR-3074-5p	MTCH2	0.151
hsa-miR-3074-5p	PPP4R3B	0.246
hsa-miR-95-5p	STXBP5	0.182
hsa-miR-95-5p	ARL4A	0.253
hsa-miR-7157-5p	ASPG	0.382
hsa-miR-7157-5p	STXBP5	0.129
hsa-miR-7157-5p	RASA1	0.019
hsa-miR-7157-5p	MTCH2	0.251
hsa-miR-7157-5p	PPP4R3B	0.114
hsa-miR-7157-5p	PIGX	0.163
hsa-miR-7157-5p	MEPE	0.183
hsa-miR-4436a	PPP4R3B	0.161
hsa-miR-4436a	ARL4A	0.069
hsa-miR-4436a	STXBP5	0.339
hsa-miR-4436a	RASA1	0.084
hsa-miR-4436a	ASPG	0.237
hsa-miR-4436a	MTCH2	0.192
hsa-miR-4436a	PIGX	0.286
hsa-miR-4634	ASPG	0.261
hsa-miR-4634	PIGX	0.062
hsa-miR-4634	STXBP5	0.148
hsa-miR-4634	PPP4R3B	0.299
hsa-miR-4634	RASA1	0.059
hsa-miR-664b-5p	STXBP5	0.01
hsa-miR-664b-5p	ARL4A	0.016
hsa-miR-664b-5p	ASPG	0.049
hsa-miR-664b-5p	PIGX	0.01
hsa-miR-4525	STXBP5	0.345
hsa-miR-4525	ASPG	0.592
hsa-miR-4525	TAF1A	0.032
hsa-miR-4525	ARL4A	0.043
hsa-miR-4525	RASA1	0.682
hsa-miR-4525	MTCH2	0.379
hsa-miR-4525	PPP4R3B	0.314
hsa-miR-4525	PIGX	0.076
hsa-miR-486-3p	GPC3	0.307
hsa-miR-486-3p	STXBP5	0.409
hsa-miR-486-3p	ASPG	0.54
hsa-miR-486-3p	PIGX	0.297
hsa-miR-486-3p	ARL4A	0.055
hsa-miR-486-3p	RASA1	0.291
hsa-miR-486-3p	MEPE	0.669
hsa-miR-486-3p	MTCH2	0.524
hsa-miR-486-3p	PPP4R3B	0.494
hsa-miR-486-3p	TAF1A	0.521
hsa-miR-302c-5p	MTCH2	0.248
hsa-miR-302c-5p	ARL4A	0.065
hsa-miR-302c-5p	PIGX	0.024
hsa-miR-449a	ARL4A	0.455
hsa-miR-449a	PIGX	0.14
hsa-miR-449a	TAF1A	0.06
hsa-miR-449a	STXBP5	0.345
hsa-miR-449a	ASPG	0.38
hsa-miR-449a	PPP4R3B	0.518
hsa-miR-449a	RASA1	0.125
hsa-miR-449a	MEPE	0.731
hsa-miR-449a	MTCH2	0.573
hsa-miR-5001-5p	STXBP5	0.043
hsa-miR-5001-5p	ASPG	0.052
hsa-miR-4765	STXBP5	0.099
hsa-miR-4765	RASA1	0.032
hsa-miR-4765	ARL4A	0.035
hsa-miR-4765	MTCH2	0.105
hsa-miR-4765	PIGX	0.092
hsa-miR-4765	PPP4R3B	0.237
hsa-miR-3619-5p	ASPG	0.635
hsa-miR-3619-5p	STXBP5	0.115
hsa-miR-3619-5p	RASA1	0.265
hsa-miR-3619-5p	PIGX	0.02
hsa-miR-3619-5p	GPC3	0.195
hsa-miR-7113-5p	ARL4A	0.019
hsa-miR-7113-5p	STXBP5	0.192
hsa-miR-7113-5p	ASPG	0.206
hsa-miR-7113-5p	MTCH2	0.456
hsa-miR-7113-5p	PPP4R3B	0.125
hsa-miR-7113-5p	GPC3	0.076
hsa-miR-7113-5p	RASA1	0.234
hsa-miR-766-3p	PIGX	0.227
hsa-miR-766-3p	STXBP5	0.438
hsa-miR-766-3p	ASPG	0.364
hsa-miR-766-3p	ARL4A	0.416
hsa-miR-766-3p	RASA1	0.095
hsa-miR-766-3p	MEPE	0.403
hsa-miR-766-3p	PPP4R3B	0.092
hsa-miR-766-3p	TAF1A	0.321
hsa-miR-766-3p	MTCH2	0.095
hsa-miR-487b-3p	STXBP5	0.048
hsa-miR-487b-3p	PIGX	0.136
hsa-miR-330-3p	ASPG	0.028
hsa-miR-330-3p	PPP4R3B	0.104
hsa-miR-330-3p	ARL4A	0.024
hsa-miR-330-3p	STXBP5	0.444
hsa-miR-330-3p	RASA1	0.348
hsa-miR-330-3p	MTCH2	0.267
hsa-miR-330-3p	PIGX	0.002
hsa-miR-330-3p	GPC3	0.037
hsa-miR-330-3p	TAF1A	0.14
hsa-miR-330-3p	MEPE	0.049
hsa-miR-4257	STXBP5	0.242
hsa-miR-4257	ASPG	0.236
hsa-miR-4257	ARL4A	0.653
hsa-miR-4257	RASA1	0.201
hsa-miR-4257	MTCH2	0.66
hsa-miR-4257	GPC3	0.034
hsa-miR-4257	PPP4R3B	0.614
hsa-miR-4257	PIGX	0.377
hsa-miR-4257	TAF1A	0.768
hsa-miR-4264	RASA1	0.068
hsa-miR-4264	TAF1A	0.113
hsa-miR-4264	ARL4A	0.278
hsa-miR-4264	STXBP5	0.357
hsa-miR-4264	ASPG	0.259
hsa-miR-4264	MEPE	0.159
hsa-miR-4264	MTCH2	0.51
hsa-miR-4264	PIGX	0.312
hsa-miR-4264	GPC3	0.451
hsa-miR-4264	PPP4R3B	0.758
hsa-miR-489-5p	ARL4A	0.016
hsa-miR-489-5p	STXBP5	0.073
hsa-miR-489-5p	ASPG	0.139
hsa-miR-489-5p	MEPE	0.019
hsa-miR-489-5p	MTCH2	0.067
hsa-miR-489-5p	PIGX	0.107
hsa-miR-489-5p	RASA1	0.045
hsa-miR-92b-5p	ARL4A	0.34
hsa-miR-92b-5p	STXBP5	0.126
hsa-miR-92b-5p	RASA1	0.078
hsa-miR-92b-5p	ASPG	0.065
hsa-miR-92b-5p	TAF1A	0.159
hsa-miR-92b-5p	MTCH2	0.114
hsa-miR-92b-5p	PPP4R3B	0.153
hsa-miR-92b-5p	GPC3	0.483
hsa-miR-6829-3p	ASPG	1.346
hsa-miR-6829-3p	PIGX	0.737
hsa-miR-6829-3p	TAF1A	0.541
hsa-miR-6829-3p	ARL4A	0.726
hsa-miR-6829-3p	STXBP5	0.603
hsa-miR-6829-3p	RASA1	0.442
hsa-miR-6829-3p	MEPE	0.469
hsa-miR-6829-3p	PPP4R3B	0.671
hsa-miR-6829-3p	MTCH2	0.753
hsa-miR-6829-3p	GPC3	0.501
hsa-miR-6766-3p	ASPG	0.015
hsa-miR-6766-3p	PIGX	0.094
hsa-miR-6766-3p	TAF1A	0.136
hsa-miR-5584-5p	STXBP5	0.297
hsa-miR-5584-5p	RASA1	0.072
hsa-miR-5584-5p	MEPE	0.333
hsa-miR-4710	STXBP5	0.98
hsa-miR-4710	RASA1	0.771
hsa-miR-4710	MTCH2	1.118
hsa-miR-4710	GPC3	1.107
hsa-miR-4710	TAF1A	0.8
hsa-miR-4710	ASPG	1.068
hsa-miR-4710	MEPE	0.547
hsa-miR-4710	PPP4R3B	1.095
hsa-miR-4710	ARL4A	1.32
hsa-miR-4710	PIGX	0.801
hsa-miR-3910	STXBP5	0.645
hsa-miR-3910	PIGX	0.355
hsa-miR-3910	GPC3	0.774
hsa-miR-3910	RASA1	0.32
hsa-miR-3910	ASPG	0.12
hsa-miR-3910	MTCH2	0.675
hsa-miR-3910	PPP4R3B	0.244
hsa-miR-3910	TAF1A	0.056
hsa-miR-3910	ARL4A	0.098
hsa-miR-3910	MEPE	0.095
hsa-miR-885-5p	PIGX	0.139
hsa-miR-885-5p	STXBP5	0.221
hsa-miR-885-5p	ASPG	0.048
hsa-miR-885-5p	MTCH2	0.411
hsa-miR-885-5p	RASA1	0.209
hsa-miR-302e	STXBP5	1.252
hsa-miR-302e	RASA1	0.278
hsa-miR-302e	ARL4A	0.273
hsa-miR-302e	ASPG	0.447
hsa-miR-302e	MTCH2	1.154
hsa-miR-302e	PIGX	0.703
hsa-miR-302e	PPP4R3B	1.021
hsa-miR-302e	TAF1A	1.766
hsa-miR-4715-3p	STXBP5	0.084
hsa-miR-4715-3p	ASPG	0.111
hsa-miR-4715-3p	PPP4R3B	0.138
hsa-miR-4715-3p	PIGX	0.203
hsa-miR-4715-3p	RASA1	0.106
hsa-miR-4715-3p	MTCH2	0.116
hsa-miR-1282	PIGX	0.135
hsa-miR-1282	RASA1	0.53
hsa-miR-1282	MTCH2	0.153
hsa-miR-1282	PPP4R3B	0.718
hsa-miR-1282	TAF1A	0.117
hsa-miR-1282	STXBP5	0.441
hsa-miR-1282	ARL4A	0.759
hsa-miR-1282	ASPG	0.29
hsa-miR-1282	GPC3	0.156
hsa-miR-3124-5p	TAF1A	0.106
hsa-miR-3124-5p	ARL4A	0.107
hsa-miR-3124-5p	STXBP5	0.079
hsa-miR-3124-5p	RASA1	0.133
hsa-miR-3124-5p	ASPG	0.26
hsa-miR-3124-5p	PIGX	0.049
hsa-miR-3124-5p	MEPE	0.007
hsa-miR-4750-5p	STXBP5	0.087
hsa-miR-4750-5p	ASPG	0.117
hsa-miR-4750-5p	PPP4R3B	0.055
hsa-miR-4750-5p	PIGX	0.061
hsa-miR-4750-5p	ARL4A	0.005
hsa-miR-4750-5p	RASA1	0.026
hsa-miR-4750-5p	TAF1A	0.01
hsa-miR-191-3p	PPP4R3B	0.029
hsa-miR-191-3p	ASPG	0.088
hsa-miR-191-3p	STXBP5	0.07
hsa-miR-191-3p	RASA1	0.052
hsa-miR-191-3p	MTCH2	0.694
hsa-miR-6841-3p	ASPG	0.14
hsa-miR-6841-3p	PPP4R3B	0.828
hsa-miR-6841-3p	PIGX	0.108
hsa-miR-6841-3p	TAF1A	0.205
hsa-miR-6841-3p	RASA1	0.259
hsa-miR-6841-3p	MEPE	0.872
hsa-miR-1301-5p	ASPG	0.625
hsa-miR-1301-5p	GPC3	0.124
hsa-miR-1301-5p	ARL4A	0.203
hsa-miR-1301-5p	STXBP5	0.309
hsa-miR-1301-5p	RASA1	0.05
hsa-miR-1301-5p	PPP4R3B	0.285
hsa-miR-1301-5p	TAF1A	0.463
hsa-miR-1301-5p	PIGX	0.819
hsa-miR-3928-3p	STXBP5	0.234
hsa-miR-6799-5p	ASPG	0.349
hsa-miR-6799-5p	GPC3	0.996
hsa-miR-6799-5p	TAF1A	1.035
hsa-miR-6799-5p	STXBP5	0.561
hsa-miR-6799-5p	RASA1	1.319
hsa-miR-6799-5p	MTCH2	0.869
hsa-miR-6799-5p	PPP4R3B	0.701
hsa-miR-6799-5p	PIGX	0.528
hsa-miR-6799-5p	ARL4A	0.367
hsa-miR-6799-5p	MEPE	0.863
hsa-miR-20a-3p	MTCH2	0.632
hsa-miR-20a-3p	ARL4A	0.368
hsa-miR-20a-3p	STXBP5	0.098
hsa-miR-20a-3p	PPP4R3B	0.23
hsa-miR-20a-3p	PIGX	0.313
hsa-miR-20a-3p	ASPG	0.47
hsa-miR-6787-3p	PIGX	0.159
hsa-miR-6787-3p	RASA1	0.15
hsa-miR-6787-3p	ASPG	0.169
hsa-miR-6787-3p	MEPE	0.194
hsa-miR-6787-3p	MTCH2	0.188
hsa-miR-6787-3p	PPP4R3B	0.311
hsa-miR-6787-3p	GPC3	0.055
hsa-miR-6787-3p	TAF1A	0.367
hsa-miR-6787-3p	ARL4A	0.053
hsa-miR-6787-3p	STXBP5	0.215
hsa-miR-1915-3p	ASPG	0.993
hsa-miR-603	STXBP5	0.098
hsa-miR-603	RASA1	0.677
hsa-miR-603	ASPG	0.083
hsa-miR-32-5p	ARL4A	0.095
hsa-miR-32-5p	STXBP5	0.122
hsa-miR-32-5p	TAF1A	0.094
hsa-miR-32-5p	ASPG	0.379
hsa-miR-32-5p	PIGX	0.013
hsa-miR-5706	STXBP5	0.307
hsa-miR-5706	RASA1	0.152
hsa-miR-5706	PIGX	0.066
hsa-miR-5706	ASPG	0.255
hsa-miR-5706	MTCH2	0.24
hsa-miR-5706	PPP4R3B	0.411
hsa-miR-5706	TAF1A	0.228
hsa-miR-5706	ARL4A	0.03
hsa-miR-6778-5p	ASPG	0.125
hsa-miR-6778-5p	PIGX	0.157
hsa-miR-6778-5p	ARL4A	0.146
hsa-miR-6778-5p	STXBP5	0.176
hsa-miR-6778-5p	RASA1	0.641
hsa-miR-6778-5p	MTCH2	0.08
hsa-miR-6778-5p	PPP4R3B	0.023
hsa-miR-1301-3p	PPP4R3B	0.175
hsa-miR-1301-3p	STXBP5	0.094
hsa-miR-1301-3p	RASA1	0.029
hsa-miR-1301-3p	ASPG	0.046
hsa-miR-1301-3p	MTCH2	0.184
hsa-miR-1273f	RASA1	0.791
hsa-miR-1273f	PIGX	0.656
hsa-miR-1273f	ARL4A	1.276
hsa-miR-1273f	STXBP5	0.899
hsa-miR-1273f	ASPG	0.543
hsa-miR-1273f	PPP4R3B	0.437
hsa-miR-1273f	GPC3	0.628
hsa-miR-1273f	TAF1A	0.916
hsa-miR-1273f	MTCH2	0.842
hsa-miR-4777-5p	STXBP5	0.126
hsa-miR-4777-5p	MTCH2	0.259
hsa-miR-4777-5p	TAF1A	0.195
hsa-miR-4777-5p	ARL4A	0.023
hsa-miR-4777-5p	RASA1	0.141
hsa-miR-4777-5p	PIGX	0.155
hsa-miR-4777-5p	GPC3	0.175
hsa-miR-4777-5p	MEPE	0.11
hsa-miR-4777-5p	PPP4R3B	0.021
hsa-miR-3938	ASPG	0.142
hsa-miR-3938	STXBP5	0.149
hsa-miR-3938	TAF1A	0.151
hsa-miR-371b-3p	STXBP5	0.042
hsa-miR-371b-3p	ASPG	0.081
hsa-miR-371b-3p	MTCH2	0.181
hsa-miR-371b-3p	PPP4R3B	0.192
hsa-miR-371b-3p	TAF1A	0.013
hsa-miR-371b-3p	ARL4A	0.024
hsa-miR-7112-3p	ASPG	0.051
hsa-miR-7112-3p	STXBP5	0.052
hsa-miR-7112-3p	PIGX	0.072
hsa-miR-370-3p	PIGX	0.146
hsa-miR-370-3p	ASPG	0.179
hsa-miR-370-3p	MEPE	0.465
hsa-miR-370-3p	STXBP5	0.205
hsa-miR-370-3p	RASA1	0.092
hsa-miR-370-3p	MTCH2	0.298
hsa-miR-370-3p	PPP4R3B	0.097
hsa-miR-370-3p	TAF1A	0.224
hsa-miR-574-3p	TAF1A	0.177
hsa-miR-574-3p	PIGX	0.164
hsa-miR-574-3p	ARL4A	0.264
hsa-miR-574-3p	RASA1	0.433
hsa-miR-574-3p	ASPG	0.205
hsa-miR-574-3p	MTCH2	0.112
hsa-miR-574-3p	GPC3	0.23
hsa-miR-574-3p	STXBP5	0.389
hsa-miR-574-3p	MEPE	0.989
hsa-miR-4751	MTCH2	0.209
hsa-miR-4751	PIGX	0.074
hsa-miR-4751	TAF1A	0.012
hsa-miR-4751	STXBP5	0.084
hsa-miR-4751	RASA1	0.01
hsa-miR-4751	ASPG	0.045
hsa-miR-4751	GPC3	0.169
hsa-miR-4751	PPP4R3B	0.019
hsa-miR-8071	RASA1	0.555
hsa-miR-8071	ASPG	0.118
hsa-miR-8071	MTCH2	0.4
hsa-miR-8071	PPP4R3B	0.609
hsa-miR-8071	TAF1A	0.151
hsa-miR-8071	ARL4A	0.187
hsa-miR-8071	STXBP5	0.553
hsa-miR-8071	MEPE	0.136
hsa-miR-8071	PIGX	0.225
hsa-miR-23a-5p	STXBP5	0.408
hsa-miR-23a-5p	ASPG	0.157
hsa-miR-23a-5p	PIGX	0.414
hsa-miR-23a-5p	ARL4A	0.051
hsa-miR-23a-5p	RASA1	0.03
hsa-miR-23a-5p	GPC3	0.286
hsa-miR-23a-5p	MEPE	0.205
hsa-miR-23a-5p	MTCH2	0.053
hsa-miR-23a-5p	PPP4R3B	0.16
hsa-miR-329-5p	PPP4R3B	0.276
hsa-miR-329-5p	STXBP5	0.256
hsa-miR-329-5p	PIGX	0.092
hsa-miR-329-5p	RASA1	0.05
hsa-miR-329-5p	MTCH2	0.222
hsa-miR-329-5p	ARL4A	0.236
hsa-miR-329-5p	GPC3	0.009
hsa-miR-372-3p	STXBP5	0.04
hsa-miR-372-3p	MTCH2	0.009
hsa-miR-372-3p	PIGX	0.024
hsa-miR-4479	ASPG	0.169
hsa-miR-4479	RASA1	0.212
hsa-miR-105-3p	RASA1	0.035
hsa-miR-105-3p	TAF1A	0.149
hsa-miR-4326	ASPG	0.319
hsa-miR-4326	STXBP5	0.651
hsa-miR-4326	MTCH2	0.499
hsa-miR-4326	PPP4R3B	0.74
hsa-miR-4326	PIGX	0.361
hsa-miR-4326	ARL4A	0.041
hsa-miR-4326	RASA1	0.238
hsa-let-7b-5p	GPC3	0.221
hsa-let-7b-5p	STXBP5	0.158
hsa-let-7b-5p	ARL4A	0.252
hsa-let-7b-5p	RASA1	0.215
hsa-let-7b-5p	PPP4R3B	0.049
hsa-let-7b-5p	PIGX	0.059
hsa-miR-6751-5p	ASPG	0.23
hsa-miR-6751-5p	ARL4A	0.108
hsa-miR-6751-5p	STXBP5	0.192
hsa-miR-6751-5p	RASA1	0.053
hsa-miR-6751-5p	PIGX	0.041
hsa-miR-6751-5p	MEPE	0.078
hsa-miR-6751-5p	MTCH2	0.068
hsa-miR-6751-5p	PPP4R3B	0.383
hsa-miR-3192-3p	STXBP5	0.468
hsa-miR-3192-3p	ASPG	0.105
hsa-miR-3192-3p	PPP4R3B	0.498
hsa-miR-3192-3p	MEPE	0.532
hsa-miR-3192-3p	PIGX	0.088
hsa-miR-3192-3p	TAF1A	0.309
hsa-miR-3192-3p	ARL4A	0.304
hsa-miR-3192-3p	RASA1	0.105
hsa-miR-3192-3p	MTCH2	0.365
hsa-miR-6856-3p	STXBP5	0.293
hsa-miR-6856-3p	ARL4A	0.14
hsa-miR-6856-3p	TAF1A	0.117
hsa-miR-6856-3p	ASPG	0.15
hsa-miR-6807-5p	STXBP5	0.082
hsa-miR-6807-5p	ASPG	0.331
hsa-miR-6807-5p	GPC3	0.094
hsa-miR-6807-5p	RASA1	0.088
hsa-miR-6807-5p	PIGX	0.261
hsa-miR-6807-5p	TAF1A	0.458
hsa-miR-6807-5p	ARL4A	0.182
hsa-miR-6807-5p	MEPE	0.711
hsa-miR-6807-5p	MTCH2	0.276
hsa-miR-6807-5p	PPP4R3B	0.135
hsa-miR-6735-5p	PPP4R3B	0.121
hsa-miR-5680	STXBP5	0.465
hsa-miR-5680	PPP4R3B	0.233
hsa-miR-5680	MEPE	0.023
hsa-miR-30a-5p	PPP4R3B	0.053
hsa-miR-1207-5p	ASPG	0.142
hsa-miR-1207-5p	GPC3	0.323
hsa-miR-1207-5p	MTCH2	0.216
hsa-miR-1207-5p	ARL4A	0.178
hsa-miR-1207-5p	PPP4R3B	0.131
hsa-miR-1207-5p	STXBP5	0.383
hsa-miR-1207-5p	RASA1	0.037
hsa-miR-1207-5p	PIGX	0.192
hsa-miR-1207-5p	TAF1A	0.19
hsa-miR-6844	STXBP5	0.615
hsa-miR-6844	ASPG	0.18
hsa-miR-6844	TAF1A	0.389
hsa-miR-6844	RASA1	0.144
hsa-miR-6844	PPP4R3B	0.486
hsa-miR-6844	PIGX	0.422
hsa-miR-6844	ARL4A	0.095
hsa-miR-6844	MEPE	0.879
hsa-miR-6844	GPC3	0.206
hsa-miR-6844	MTCH2	0.515
hsa-miR-4438	ASPG	0.33
hsa-miR-4438	STXBP5	0.2
hsa-miR-4438	PPP4R3B	0.286
hsa-miR-4438	GPC3	0.6
hsa-miR-4438	TAF1A	0.228
hsa-miR-4438	ARL4A	0.254
hsa-miR-4438	RASA1	0.099
hsa-miR-4438	MTCH2	0.722
hsa-miR-4438	PIGX	0.418
hsa-miR-4438	MEPE	0.351
hsa-miR-3189-3p	RASA1	0.054
hsa-miR-3189-3p	STXBP5	0.179
hsa-miR-3189-3p	MTCH2	1.315
hsa-miR-3189-3p	GPC3	0.144
hsa-miR-6880-5p	PPP4R3B	0.255
hsa-miR-6880-5p	RASA1	0.212
hsa-miR-6880-5p	ASPG	0.079
hsa-miR-6880-5p	TAF1A	0.413
hsa-miR-6880-5p	ARL4A	0.119
hsa-miR-6880-5p	MEPE	0.04
hsa-miR-6880-5p	PIGX	0.139
hsa-miR-6805-3p	ASPG	0.065
hsa-miR-6805-3p	STXBP5	0.07
hsa-miR-6805-3p	PIGX	0.035
hsa-miR-6805-3p	RASA1	0.039
hsa-miR-302b-5p	STXBP5	0.134
hsa-miR-302b-5p	RASA1	0.185
hsa-miR-302b-5p	PPP4R3B	0.163
hsa-miR-302b-5p	PIGX	0.045
hsa-miR-302b-5p	ARL4A	0.38
hsa-miR-302b-5p	MTCH2	0.42
hsa-miR-875-3p	PIGX	0.065
hsa-miR-875-3p	ASPG	0.182
hsa-miR-875-3p	PPP4R3B	0.531
hsa-miR-6869-3p	ASPG	0.467
hsa-miR-6869-3p	RASA1	0.069
hsa-miR-6869-3p	TAF1A	0.179
hsa-miR-6869-3p	STXBP5	0.207
hsa-miR-6869-3p	PIGX	0.119
hsa-miR-6869-3p	PPP4R3B	0.334
hsa-miR-657	TAF1A	0.165
hsa-miR-657	STXBP5	0.158
hsa-miR-657	ARL4A	0.098
hsa-miR-657	PPP4R3B	0.135
hsa-miR-657	PIGX	0.054
hsa-miR-657	ASPG	0.264
hsa-miR-4689	ASPG	0.061
hsa-miR-4689	PIGX	0.069
hsa-miR-4689	RASA1	0.391
hsa-miR-4689	MTCH2	0.244
hsa-miR-4689	PPP4R3B	0.321
hsa-miR-4689	GPC3	0.082
hsa-miR-4689	MEPE	0.671
hsa-miR-136-3p	ASPG	0.164
hsa-miR-136-3p	PIGX	0.007
hsa-miR-136-3p	MEPE	0.073
hsa-miR-136-3p	GPC3	0.125
hsa-miR-519a-3p	STXBP5	0.176
hsa-miR-519a-3p	ASPG	0.155
hsa-miR-519a-3p	TAF1A	0.082
hsa-miR-519a-3p	RASA1	0.187
hsa-miR-519a-3p	MTCH2	0.206
hsa-miR-519a-3p	GPC3	0.04
hsa-miR-519a-3p	ARL4A	0.09
hsa-miR-519a-3p	PPP4R3B	0.191
hsa-miR-519a-3p	PIGX	0.141
hsa-miR-5003-3p	ARL4A	0.145
hsa-miR-5003-3p	STXBP5	0.24
hsa-miR-5003-3p	RASA1	0.068
hsa-miR-5003-3p	ASPG	0.143
hsa-miR-5003-3p	PIGX	0.076
hsa-miR-576-5p	RASA1	0.029
hsa-miR-576-5p	PPP4R3B	0.074
hsa-miR-576-5p	ARL4A	0.004
hsa-miR-576-5p	PIGX	0.083
hsa-miR-371a-3p	STXBP5	0.09
hsa-miR-371a-3p	ASPG	0.118
hsa-miR-371a-3p	MTCH2	0.206
hsa-miR-371a-3p	PPP4R3B	0.173
hsa-miR-371a-3p	PIGX	0.039
hsa-miR-371a-3p	ARL4A	0.023
hsa-miR-6762-3p	PIGX	0.124
hsa-miR-6762-3p	STXBP5	0.071
hsa-miR-6762-3p	ASPG	0.109
hsa-miR-6762-3p	PPP4R3B	0.221
hsa-miR-6762-3p	GPC3	0.02
hsa-miR-6762-3p	TAF1A	0.174
hsa-miR-586	ARL4A	0.09
hsa-miR-586	PIGX	0.063
hsa-miR-586	ASPG	0.17
hsa-miR-621	PPP4R3B	0.243
hsa-miR-621	STXBP5	0.46
hsa-miR-621	RASA1	0.173
hsa-miR-621	ASPG	0.16
hsa-miR-621	PIGX	0.135
hsa-miR-621	ARL4A	0.089
hsa-miR-621	GPC3	0.31
hsa-miR-6791-3p	ASPG	0.242
hsa-miR-6791-3p	PIGX	0.442
hsa-miR-6791-3p	TAF1A	0.021
hsa-miR-6791-3p	RASA1	0.145
hsa-miR-4664-5p	STXBP5	0.071
hsa-miR-4664-5p	RASA1	0.129
hsa-miR-4664-5p	PPP4R3B	0.12
hsa-miR-4664-5p	PIGX	0.148
hsa-miR-4664-5p	ARL4A	0.059
hsa-miR-4664-5p	ASPG	0.186
hsa-miR-4436b-3p	STXBP5	0.134
hsa-miR-4436b-3p	MEPE	0.051
hsa-miR-4436b-3p	PIGX	0.13
hsa-miR-4436b-3p	GPC3	0.185
hsa-miR-4436b-3p	ARL4A	0.255
hsa-miR-4436b-3p	RASA1	0.048
hsa-miR-4436b-3p	ASPG	0.238
hsa-miR-4436b-3p	PPP4R3B	0.029
hsa-miR-4436b-3p	MTCH2	0.176
hsa-miR-4436b-3p	TAF1A	0.101
hsa-miR-3150a-5p	ASPG	0.039
hsa-miR-3150a-5p	PIGX	0.082
hsa-miR-3150a-5p	TAF1A	0.121
hsa-miR-3692-3p	ARL4A	0.017
hsa-miR-3692-3p	ASPG	0.05
hsa-miR-338-5p	PIGX	0.09
hsa-miR-4693-3p	STXBP5	0.056
hsa-miR-4693-3p	PIGX	0.032
hsa-miR-4693-3p	ASPG	0.211
hsa-miR-4693-3p	MTCH2	0.245
hsa-miR-543	STXBP5	0.101
hsa-miR-543	ASPG	0.066
hsa-miR-543	PIGX	0.261
hsa-miR-543	ARL4A	0.032
hsa-miR-543	RASA1	0.092
hsa-miR-543	PPP4R3B	0.16
hsa-miR-543	MTCH2	0.383
hsa-miR-151b	RASA1	0.222
hsa-miR-151b	ASPG	0.236
hsa-miR-151b	STXBP5	0.406
hsa-miR-151b	MEPE	0.599
hsa-miR-151b	PIGX	0.356
hsa-miR-151b	ARL4A	0.44
hsa-miR-151b	MTCH2	0.264
hsa-miR-151b	PPP4R3B	0.19
hsa-miR-211-3p	GPC3	0.158
hsa-miR-211-3p	RASA1	0.056
hsa-miR-211-3p	ASPG	0.129
hsa-miR-211-3p	PPP4R3B	0.117
hsa-miR-211-3p	PIGX	0.275
hsa-miR-211-3p	TAF1A	0.384
hsa-miR-211-3p	ARL4A	0.311
hsa-miR-211-3p	STXBP5	0.322
hsa-miR-211-3p	MTCH2	0.098
hsa-miR-211-3p	MEPE	1.398
hsa-miR-7150	PIGX	0.709
hsa-miR-7150	GPC3	1.278
hsa-miR-7150	STXBP5	0.749
hsa-miR-7150	RASA1	0.271
hsa-miR-7150	ASPG	0.776
hsa-miR-7150	TAF1A	0.747
hsa-miR-7150	ARL4A	0.238
hsa-miR-7150	MEPE	0.543
hsa-miR-7150	MTCH2	0.781
hsa-miR-7150	PPP4R3B	1.359
hsa-miR-4445-3p	STXBP5	0.387
hsa-miR-4445-3p	RASA1	0.136
hsa-miR-4445-3p	ARL4A	0.77
hsa-miR-4445-3p	ASPG	0.161
hsa-miR-4445-3p	TAF1A	0.108
hsa-miR-4445-3p	MEPE	0.205
hsa-miR-4445-3p	MTCH2	0.482
hsa-miR-4445-3p	PPP4R3B	0.286
hsa-miR-96-5p	STXBP5	0.054
hsa-miR-96-5p	RASA1	0.039
hsa-miR-96-5p	PPP4R3B	0.234
hsa-miR-96-5p	PIGX	0.141
hsa-miR-96-5p	GPC3	0.309
hsa-miR-5579-5p	PIGX	0.085
hsa-miR-5579-5p	ARL4A	0.002
hsa-miR-5579-5p	STXBP5	0.389
hsa-miR-5579-5p	PPP4R3B	0.291
hsa-miR-5579-5p	RASA1	0.032
hsa-miR-5579-5p	GPC3	0.295
hsa-miR-887-3p	PIGX	0.053
hsa-miR-887-3p	ASPG	0.048
hsa-miR-887-3p	MEPE	0.201
hsa-miR-887-3p	STXBP5	0.072
hsa-miR-3689a-5p	PPP4R3B	0.383
hsa-miR-3689a-5p	TAF1A	0.055
hsa-miR-3689a-5p	STXBP5	0.072
hsa-miR-3689a-5p	RASA1	0.051
hsa-miR-3689a-5p	GPC3	0.039
hsa-miR-618	ASPG	0.101
hsa-miR-6504-3p	PIGX	0.487
hsa-miR-6504-3p	ARL4A	0.481
hsa-miR-6504-3p	STXBP5	0.518
hsa-miR-6504-3p	RASA1	0.68
hsa-miR-6504-3p	ASPG	0.776
hsa-miR-6504-3p	MTCH2	0.616
hsa-miR-6504-3p	PPP4R3B	0.586
